Tahun;Bulan;tgl;temp7;temp13;temp18;temp_avg;temp_24;temp_max;temp_min;CH;light_hour;light_per;pck;tgl;press;humid7;humid13;humid18;humid_avg;humid_24;ws_abg;mod_dir;max_ws;dir;rainfall_category
2021;10;02.00;26.02.00;34.00.00;30.04.00;29.02.00;29.07.00;35.04.00;25.04.00;-;07.07;96.25.00;     ;02.00;1011.06.00;7.807.670.594.017.170;5.229.542.773.842.080;6.557.410.812.806.500;69.00.00;66.00.00;3.375;T;09.00;310.00.00;
2021;10;03.00;25.06.00;34.02.00;31.00.00;29.01.00;29.04.00;34.08.00;25.06.00;-;06.05;81.25.00;     ;03.00;1011.01.00;8.781.333.903.538.650;4.832.986.410.252.220;6.598.031.135.011.350;72.00.00;70.00.00;4.041.666.666.666.660;TL;11.00;10.00;
2021;10;04.00;27.04.00;33.04.00;30.00.00;29.06.00;29.01.00;34.02.00;25.00.00;-;05.02;65.00.00;     ;04.00;1010.00.00;7.720.786.278.348.170;5.283.970.951.068.220;6.656.477.616.942.990;68.00.00;71.00.00;4.458.333.333.333.330;S;11.00;160.00.00;
2021;10;05.00;26.02.00;32.01.00;30.03.00;28.07.00;29.00.00;35.05.00;26.02.00;-;05.06;70.00.00;     ;05.00;1009.06.00;7.956.966.890.734.830;607.461.461.799.193;6.931.508.989.322.480;72.00.00;69.00.00;4.583.333.333.333.330;TG;12.00;130.00.00;
2021;10;06.00;27.01.00;30.08.00;29.04.00;28.06.00;28.02.00;30.08.00;24.08.00;-;00.04;05.00;     ;06.00;1009.07.00;7.633.597.429.865.060;6.709.415.414.409.460;6.875.058.352.877.460;72.00.00;71.00.00;04.25;TG;09.00;140.00.00;
2021;10;07.00;25.09.00;33.05.00;30.00.00;28.08.00;29.00.00;34.08.00;25.00.00;-;08.00;100.00.00;     ;07.00;1009.09.00;7.643.481.459.752.130;50.799.044.562.986.700;678.426.000.449.919;68.00.00;67.00.00;4.333.333.333.333.330;TG;13.00;120.00.00;
2021;10;08.00;26.02.00;34.05.00;30.05.00;29.04.00;29.03.00;34.08.00;24.05.00;-;08.00;100.00.00;     ;08.00;1010.06.00;751.229.049.149.635;412.117.196.688.747;6.752.939.348.140.700;65.00.00;67.00.00;4.625;TG;10.00;50.00.00;
2021;10;09.00;26.06.00;33.08.00;30.07.00;29.04.00;29.08.00;35.05.00;25.04.00;-;08.00;100.00.00;     ;09.00;1010.08.00;7.680.336.504.906.290;4.642.138.598.916.010;7.147.876.718.622.220;68.00.00;67.00.00;04.05;T;12.00;130.00.00;
2021;10;10.00;26.04.00;34.03.00;29.05.00;29.02.00;29.05.00;35.09.00;26.00.00;-;08.00;100.00.00;     ;10.00;1010.00.00;7.891.668.413.795.590;5.047.234.818.741.290;7.411.380.715.619.860;71.00.00;70.00.00;4.083.333.333.333.330;TG;11.00;120.00.00;
2021;10;11.00;26.09.00;33.06.00;31.00.00;29.06.00;29.06.00;35.03.00;25.00.00;-;07.08;97.05.00;     ;11.00;1010.01.00;7.988.544.819.641.780;5.036.332.992.949.530;6.230.616.368.980.720;68.00.00;66.00.00;4.375;S;12.00;130.00.00;
2021;10;12.00;28.06.00;35.00.00;30.06.00;30.07.00;30.03.00;36.00.00;25.04.00;-;08.00;100.00.00;     ;12.00;1009.07.00;61.691.456.071.130.500;4.031.643.057.859.930;6.571.089.659.970.010;57.00.00;63.00.00;05.05;TG;12.00;140.00.00;
2021;10;13.00;26.08.00;34.01.00;31.02.00;29.07.00;30.00.00;35.08.00;25.04.00;-;08.00;100.00.00;     ;13.00;1008.07.00;7.984.106.169.796.590;4.671.318.797.756.870;60.058.413.323.373.500;67.00.00;64.00.00;4.166.666.666.666.660;TG;11.00;80.00.00;
2021;10;14.00;26.09.00;34.06.00;31.04.00;30.00.00;30.02.00;35.01.00;25.07.00;-;07.04;92.05.00;     ;14.00;1010.04.00;7.407.088.206.254.870;4.669.064.902.151.490;5.962.302.862.646.110;64.00.00;66.00.00;4.958.333.333.333.330;TG;12.00;140.00.00;
2021;10;15.00;28.01.00;34.09.00;31.00.00;30.05.00;30.04.00;35.00.00;26.02.00;-;08.00;100.00.00;     ;15.00;1009.02.00;7.684.138.854.860.980;5.099.782.897.403.370;7.100.714.699.271.730;69.00.00;71.00.00;5.666.666.666.666.660;TG;12.00;120.00.00;
2021;10;16.00;28.06.00;34.00.00;31.08.00;30.08.00;30.07.00;35.04.00;27.00.00;-;07.02;90.00.00;     ;16.00;1010.03.00;7.778.325.870.166.970;4.968.560.179.751.430;6.169.933.333.110.560;67.00.00;68.00.00;4.875;TG;12.00;120.00.00;
2021;10;17.00;27.06.00;34.09.00;30.06.00;30.02.00;30.07.00;35.02.00;27.01.00;-;07.05;93.75;     ;17.00;1009.09.00;8.018.960.841.692.850;5.202.252.019.062.280;7.142.245.261.383.150;71.00.00;71.00.00;4.791.666.666.666.660;TG;09.00;140.00.00;
2021;10;18.00;28.09.00;26.05.00;28.02.00;28.01.00;28.05.00;35.03.00;25.06.00;-;02.00;25.00.00;     ;18.00;1010.07.00;7.861.867.236.526.360;935.486.918.993.112;8.552.373.569.886.270;84.00.00;82.00.00;4.166.666.666.666.660;TG;13.00;140.00.00;
2021;10;19.00;28.06.00;32.06.00;28.02.00;29.05.00;29.03.00;34.06.00;26.06.00;15.08;05.00;62.05.00;  RA  ;19.00;1014.01.00;791.889.797.069.995;6.111.495.162.923.160;7.759.548.508.932.350;74.00.00;75.00.00;34.166.666.666.666.600;U;09.00;50.00.00;
2021;10;20.00;27.08.00;35.03.00;30.04.00;30.03.00;30.03.00;35.05.00;27.00.00;-;07.00;87.05.00;     ;20.00;1013.05.00;8.318.752.610.992.920;5.184.738.572.335.590;7.723.731.472.989.640;74.00.00;74.00.00;4.625;B;13.00;140.00.00;
2021;10;21.00;28.07.00;35.07.00;31.07.00;31.02.00;30.09.00;36.00.00;27.00.00;-;07.00;87.05.00;     ;21.00;1012.08.00;7.923.233.618.669.140;4.528.948.423.714.030;79.773.755.280.204;71.00.00;70.00.00;28.333.333.333.333.300;U;10.00;50.00.00;
2021;10;22.00;28.03.00;35.02.00;31.02.00;30.08.00;30.09.00;37.05.00;27.00.00;-;07.08;97.05.00;     ;22.00;1012.03.00;783.488.755.124.702;44.328.112.195.353.400;6.922.486.136.493.460;68.00.00;70.00.00;4.916.666.666.666.660;TL;10.00;150.00.00;
2021;10;23.00;27.06.00;36.00.00;31.02.00;30.06.00;31.01.00;37.02.00;27.04.00;-;08.00;100.00.00;     ;23.00;1013.02.00;8.459.440.032.172.170;3.861.125.890.392.520;6.859.788.022.240.550;69.00.00;68.00.00;4.625;U;11.00;60.00.00;
2021;10;24.00.00;29.01.00;35.04.00;30.06.00;31.01.00;30.08.00;35.04.00;27.02.00;-;08.00;100.00.00;     ;24.00.00;1012.02.00;7.663.174.922.929.970;51.930.906.880.687;7.336.881.402.481.810;70.00.00;72.00.00;04.25;U;11.00;360.00.00;
2021;10;25.00.00;28.06.00;35.02.00;31.00.00;30.09.00;30.07.00;35.05.00;26.06.00;-;07.08;97.05.00;     ;25.00.00;1010.09.00;791.889.797.069.995;5.125.485.235.823.050;6.973.648.804.147.350;70.00.00;68.00.00;04.00;U;10.00;50.00.00;
2021;10;26.00.00;27.06.00;35.02.00;30.00.00;30.01.00;30.00.00;36.09.00;27.01.00;-;05.08;72.05.00;TS    ;26.00.00;1010.08.00;7.730.631.336.644.640;4.578.248.722.952.140;7.437.439.491.091.290;69.00.00;72.00.00;30.416.666.666.666.600;TL;14.00;150.00.00;
2021;10;27.00.00;27.06.00;31.00.00;29.00.00;28.08.00;29.00.00;32.06.00;26.04.00;-;00.00;00.00;     ;27.00.00;1011.00.00;816.471.325.928.847;647.465.863.283.378;779.671.551.350.185;77.00.00;78.00.00;5.166.666.666.666.660;TG;10.00;130.00.00;
2021;10;28.00.00;28.02.00;31.06.00;29.08.00;29.05.00;29.07.00;35.05.00;26.06.00;TTU;05.01;6.374.999.999.999.990;  RA  ;28.00.00;1011.03.00;8.188.023.772.703.260;6.515.526.697.380.030;7.427.096.201.770.800;76.00.00;75.00.00;30.833.333.333.333.300;TG;13.00;100.00.00;
2021;10;29.00.00;28.08.00;36.02.00;30.06.00;31.01.00;30.07.00;36.06.00;27.00.00;-;07.01;88.75;     ;29.00.00;1012.08.00;7.927.546.788.372.950;4.912.624.138.134.960;7.142.245.261.383.150;70.00.00;70.00.00;02.05;U;12.00;00.00;
2021;10;30.00.00;28.02.00;35.00.00;30.00.00;30.04.00;30.01.00;35.04.00;26.08.00;-;07.00;87.05.00;     ;30.00.00;1012.04.00;8.332.959.508.253.530;5.108.392.030.569.700;7.304.873.549.906.260;73.00.00;73.00.00;35.416.666.666.666.600;T;10.00;100.00.00;
2021;10;31.00.00;29.00.00;28.07.00;29.03.00;29.00.00;28.05.00;32.05.00;26.00.00;TTU;02.00;25.00.00;  RA  ;31.00.00;1011.06.00;7.866.282.587.882.570;7.643.711.411.334.580;77.413.813.665.276;78.00.00;80.00.00;39.166.666.666.666.600;U;09.00;120.00.00;
2021;11;01.00;27;28.09.00;29.06.00;28.01.00;28.08.00;33.07.00;26;TTU;03.01;38.75;  RA  ;01.00;1012.03.00;8.590.249.604.768.770;772.269.640.153.075;7.961.261.403.540.500;82;79;03.05;U;10;350;
2021;11;02.00;27.01.00;34.02.00;29.06.00;29.05.00;29.03.00;35.01.00;26;01.05;05.06;70;  RA  ;02.00;1011;8.367.788.437.314.560;5.458.191.106.790.060;7.618.995.834.656.330;75;76;34.583.333.333.333.300;TG;9;350;
2021;11;03.00;27.06.00;34.05.00;29.09.00;29.09.00;30;36.04.00;26.09.00;-;07.03;91.25.00;     ;03.00;1010.07.00;816.471.325.928.847;5.535.517.600.506.400;7.768.696.928.420.330;74;75;28.333.333.333.333.300;T;9;40;
2021;11;04.00;28;34.08.00;26.08.00;29.04.00;28.06.00;35.04.00;25.02.00;-;04.03;53.75;TS    ;04.00;1009.08.00;8.180.335.062.722.670;5.665.275.121.016.720;9.045.670.689.176.880;78;79;34.166.666.666.666.600;TL;14;30;
2021;11;05.00;27;31.06.00;27.02.00;28.02.00;28;31.08.00;26;02.02;3;37.05.00;  RA  ;05.00;1009.09.00;8.514.630.520.572.120;6.883.959.436.150.700;8.671.938.446.937.910;81;83;38.333.333.333.333.300;TG;12;150;
2021;11;06.00;27.08.00;30.01.00;30.04.00;29;30;33.04.00;27.04.00;TTU;07.04;92.05.00;  RA  ;06.00;1008.03.00;8.172.565.273.312.570;7.710.111.681.311.880;706.623.370.407.291;78;75;31.666.666.666.666.600;U;10;360;
2021;11;07.00;28.05.00;32;29.03.00;29.06.00;29.05.00;34.08.00;26.04.00;TTU;5;62.05.00;TS RA  ;07.00;1007.05.00;8.271.281.800.122.710;6.067.126.852.729.760;7.672.756.344.737.290;76;76;30.833.333.333.333.300;TG;14;360;
2021;11;08.00;29.02.00;33;29.04.00;30.02.00;29.06.00;33.06.00;26.06.00;00.06;01.02;15;TS RA  ;08.00;1009.06.00;7.805.768.284.876.570;6.488.463.066.854.180;7.677.510.078.007.830;74;78;4.083.333.333.333.330;U;10;360;
2021;11;09.00;27.04.00;34;28.01.00;29.02.00;28.09.00;35.05.00;26;01.02;04.01;5.124.999.999.999.990;TS RA  ;09.00;1009.02.00;9.134.930.056.306.350;5.657.253.152.833.920;8.040.006.349.608.990;80;81;30.833.333.333.333.300;B;8;70;
2021;11;10.00;26.08.00;34.08.00;26.06.00;28.08.00;28.02.00;35;26;1;06.03;78.75;TS RA  ;10.00;1009.06.00;8.968.028.854.656.960;5.612.106.770.459.090;9.119.740.079.519.300;82;84;4.458.333.333.333.330;BL;10;350;
2021;11;11.00;27;33.04.00;26.03.00;28.04.00;27.09.00;35.04.00;25.07.00;7;5;62.05.00;  RA  ;11.00;1009;8.742.320.827.831.850;5.830.737.398.041.320;919.296.224.982.397;81;83;32.916.666.666.666.600;BL;14;180;
2021;11;12.00;26.05.00;30.02.00;29.04.00;28.02.00;28.06.00;30.05.00;25.08.00;20.04;02.04;30;  RA  ;12.00;1010.01.00;8.805.724.609.978.000;711.943.058.155.141;7.541.299.607.333.550;81;79;33.333.333.333.333.300;U;8;330;
2021;11;13.00;27.08.00;30;28.02.00;28.05.00;28;33;25.02.00;TTU;00.01;01.25;TS RA  ;13.00;1009.09.00;8.318.752.610.992.920;7.504.090.122.959.570;8.332.959.508.253.530;81;84;4.416.666.666.666.660;U;10;230;
2021;11;14.00;26;31.02.00;25.04.00;27.02.00;26.09.00;31.04.00;25.02.00;09.01;00.08;10;TS RA  ;14.00;1010.05.00;9.347.656.840.107.810;7.048.579.939.879.810;9.502.249.789.790.690;88;89;26.666.666.666.666.600;S;16;180;
2021;11;15.00;26.02.00;26.03.00;25.04.00;26;26;30.09.00;25;19;00.01;01.25;TS RA  ;15.00;1009.07.00;9.270.718.399.316.860;9.113.875.649.334.790;9.502.249.789.790.690;93;94;2.875;S;18;20;
2021;11;16.00;26.02.00;26.04.00;26.04.00;26.03.00;26.04.00;30.06.00;24.05.00;22.03;01.07;21.25;TS RA  ;16.00;1009.05.00;9.191.163.812.288.510;8.571.477.167.459.540;9.433.225.341.453.430;91;91;30.833.333.333.333.300;TG;14;40;
2021;11;17.00;26;30;28.07.00;27.07.00;28.03.00;31.04.00;25.06.00;05.01;02.09;36.25.00;  RA  ;17.00;1009.01.00;9.028.585.167.216.600;6.848.503.240.047.450;7.782.959.207.446.780;82;80;39.166.666.666.666.600;TG;10;120;
2021;11;18.00;26.09.00;33.04.00;30.05.00;29.04.00;29.06.00;34.06.00;25.09.00;-;07.09;98.75;     ;18.00;1009;8.587.162.429.908.230;56.096.081.358.812.700;6.501.837.392.588.810;73;73;35.833.333.333.333.300;TG;13;120;
2021;11;19.00;26.06.00;33;28.05.00;28.07.00;28.04.00;33.06.00;25;-;06.06;82.05.00;     ;19.00;1007.06.00;8.124.178.440.415.980;5.357.479.529.624.070;7.773.668.302.185.090;73;79;28.333.333.333.333.300;TL;9;20;
2021;11;20.00;26;26;26.04.00;26.01.00;25.09.00;29;25;01.03;0;0;  RA  ;20.00;1007.08.00;9.028.585.167.216.600;9.347.656.840.107.810;903.721.917.544.973;91;92;4.041.666.666.666.660;U;14;160;
2021;11;21.00;26.03.00;31.07.00;28.04.00;28.02.00;28.05.00;32.06.00;25.08.00;06.05;02.03;28.749.999.999.999.900;  RA  ;21.00;1010;9.431.968.328.769.720;6.952.009.480.941.320;8.195.632.530.464.320;85;83;3.375;TG;8;310;
2021;11;22.00;28.02.00;34.01.00;30;30.01.00;30;36;27.02.00;-;07.02;90;     ;22.00;1009.02.00;8.552.373.569.886.270;5.883.302.691.349.340;790.920.832.572.861;77;78;0,177083333;U;12;350;
2021;11;23.00;27.07.00;32.07.00;26;28.05.00;28.02.00;34.04.00;25;TTU;05.01;6.374.999.999.999.990;TS RA  ;23.00;1008.08.00;9.140.463.545.749.260;6.292.847.751.674.020;918.753.792.283.236;84;82;4.333.333.333.333.330;BL;13;160;
2021;11;24.00.00;26.08.00;32.02.00;27.06.00;28.04.00;28.03.00;34.04.00;25.06.00;05.09;05.06;70;  RA  ;24.00.00;1009.02.00;8.736.803.915.131.280;60.820.648.257.169.400;816.471.325.928.847;79;80;27.916.666.666.666.600;TL;11;120;
2021;11;25.00.00;26.07.00;28.09.00;27.05.00;27.05.00;28.01.00;33.07.00;25.05.00;-;02.04;30;     ;25.00.00;1009;8.734.023.376.449.600;7.792.153.862.588.790;8.307.899.862.850.900;84;82;24.166.666.666.666.600;T;8;270;
2021;11;26.00.00;26.06.00;32.01.00;28.04.00;28.04.00;28.07.00;33;26.02.00;-;04.03;53.75;    Lightning;26.00.00;1008.09.00;8.808.362.644.659.890;6.309.883.071.657.180;8.052.370.980.548.100;80;79;32.083.333.333.333.300;BL;10;170;
2021;11;27.00.00;27.04.00;29.05.00;28;28.01.00;27.09.00;33.04.00;25.08.00;-;02.02;27.500.000.000.000.000;     ;27.00.00;1008.06.00;875.318.087.351.986;7.411.380.715.619.860;8.325.893.254.604.200;83;82;30.416.666.666.666.600;U;10;360;
2021;11;28.00.00;26.08.00;28;25.04.00;26.08.00;26.01.00;31.05.00;23;00.02;00.04;5;  RA  ;28.00.00;1009.01.00;858.405.878.583.193;8.325.893.254.604.200;9.176.423.123.386.560;87;87;4.166.666.666.666.660;S;14;130;
2021;11;29.00.00;25.02.00;31.05.00;28.02.00;27.05.00;27.07.00;31.07.00;25;21.07;4;50;  RA  ;29.00.00;1009.06.00;8.850.029.943.447.870;6.088.307.835.066.140;8.260.358.383.674.150;80;80;3.875;TL;10;180;
2021;11;30.00.00;25.08.00;32;29.06.00;28.03.00;28.02.00;33;25.01.00;22.05;02.07;33.75;TS RA Lightning;30.00.00;1010;9.506.742.017.001.780;62.435.986.141.214.700;7.416.646.198.878.500;82;83;4.708.333.333.333.330;S;12;80;
2021;12;01.00;26.00.00;33.02.00;27.04.00;28.02.00;28.00.00;33.02.00;25.01.00;16;04.06;5.749.999.999.999.990;TS RA  ;01.00;1010.05.00;9.347.656.840.107.810;6.269.300.036.634.360;8.452.793.457.568.400;84.00.00;83.00.00;0,177083333;U;11.00;340.00.00;
2021;12;02.00;26.05.00;31.04.00;30.00.00;28.06.00;28.03.00;32.08.00;25.03.00;01.04;05.07;71.25.00;TS RA  ;02.00;1009.07.00;896.118.904.223.609;6.502.041.711.225.970;7.841.062.495.873.140;81.00.00;84.00.00;35.833.333.333.333.300;BL;06.00;50.00.00;
2021;12;03.00;27.00.00;29.06.00;28.07.00;28.01.00;28.03.00;31.09.00;26.05.00;77.02.00;00.00;00.00;  RA  ;03.00;1011.05.00;920.528.680.911.697;782.359.623.324.487;8.567.414.462.548.380;87.00.00;85.00.00;35.416.666.666.666.600;BL;12.00;310.00.00;
2021;12;04.00;27.00.00;32.05.00;28.02.00;28.07.00;27.09.00;32.07.00;25.08.00;02.03;01.07;21.25;  RA  ;04.00;1010.04.00;8.590.249.604.768.770;61.041.926.493.813.900;8.332.959.508.253.530;79.00.00;82.00.00;4.333.333.333.333.330;BL;11.00;300.00.00;
2021;12;05.00;26.05.00;30.07.00;29.00.00;28.02.00;28.03.00;31.04.00;26.04.00;03.06;00.09;11.25;  RA  ;05.00;1010.02.00;8.270.451.036.372.830;6.828.878.776.681.810;7.936.106.316.073.890;78.00.00;79.00.00;6.083.333.333.333.330;BL;12.00;300.00.00;
2021;12;06.00;26.09.00;32.01.00;25.08.00;27.09.00;27.07.00;33.02.00;25.08.00;01.03;00.03;0,177083333;TS RA  ;06.00;1009.02.00;828.567.058.791.869;59.004.240.957.825.800;9.425.581.573.196.870;80.00.00;82.00.00;05.00;BL;15.00;290.00.00;
2021;12;07.00;26.07.00;33.08.00;30.00.00;29.03.00;29.01.00;34.00.00;25.06.00;06.02;03.02;40.00.00;  RA  ;07.00;1009.09.00;8.580.938.555.747.950;60.837.423.012.060.200;7.437.439.491.091.290;77.00.00;78.00.00;4.291.666.666.666.660;BL;11.00;330.00.00;
2021;12;08.00;27.02.00;33.04.00;30.02.00;29.05.00;28.03.00;33.08.00;24.08.00;00.02;03.03;41.25.00;TS RA Lightning;08.00;1010.03.00;8.671.938.446.937.910;6.282.940.745.134.300;7.985.656.168.484.940;79.00.00;82.00.00;7.083.333.333.333.330;BL;18.00;160.00.00;
2021;12;09.00;26.02.00;34.07.00;25.02.00;28.01.00;28.04.00;34.07.00;25.02.00;22;04.09;6.125.000.000.000.000;TS RA  ;09.00;1011.02.00;8.875.839.269.262.720;5.764.760.479.814.490;9.172.637.247.271.510;82.00.00;84.00.00;04.05;BL;16.00;340.00.00;
2021;12;10.00;27.03.00;34.05.00;27.00.00;29.00.00;28.06.00;34.05.00;25.08.00;21.04;06.04;80.00.00;  RA  ;10.00;1010.07.00;9.133.066.155.325.700;6.022.079.505.307.460;8.514.630.520.572.120;82.00.00;81.00.00;4.208.333.333.333.330;BL;09.00;10.00;
2021;12;11.00;27.08.00;34.06.00;26.04.00;29.02.00;28.05.00;35.07.00;25.06.00;-;06.01;76.25.00;    Lightning;11.00;1010.06.00;8.466.016.992.712.470;6.029.102.241.264.260;9.273.951.074.748.800;81.00.00;82.00.00;4.458.333.333.333.330;BL;14.00;240.00.00;
2021;12;12.00;27.01.00;34.06.00;24.08.00;28.04.00;28.06.00;35.02.00;24.01.00;32.03.00;06.07;83.75;TS RA  ;12.00;1010.01.00;8.821.344.227.467.060;50.224.680.558.732.800;9.329.534.249.409.440;80.00.00;80.00.00;39.166.666.666.666.600;BL;17.00;130.00.00;
2021;12;13.00;27.03.00;33.03.00;30.04.00;29.06.00;29.02.00;34.07.00;25.06.00;45.05.00;06.03;78.75;TS RA Lightning;13.00;1008.09.00;8.902.674.996.707.920;6.104.664.375.876.320;7.790.829.513.323.310;79.00.00;79.00.00;4.166.666.666.666.660;BL;14.00;160.00.00;
2021;12;14.00;26.06.00;34.00.00;27.08.00;28.08.00;28.09.00;34.00.00;26.02.00;32.05.00;05.09;73.75;TS RA  ;14.00;1008.04.00;8.885.779.948.974.680;6.153.821.697.813.500;8.914.366.789.729.340;82.00.00;82.00.00;4.041.666.666.666.660;S;19.00;170.00.00;
2021;12;15.00;26.08.00;33.02.00;26.09.00;28.04.00;27.07.00;33.05.00;25.04.00;11.06;02.05;31.25.00;  RA  ;15.00;1008.07.00;9.517.560.711.876.950;4.841.715.286.199.470;8.663.226.607.480.650;81.00.00;84.00.00;3.125;BD;10.00;360.00.00;
2021;12;16.00;27.01.00;29.02.00;28.05.00;28.00.00;28.02.00;32.06.00;25.08.00;05.08;03.07;46.25.00;  RA  ;16.00;1009.03.00;8.745.057.408.714.350;7.667.978.016.846.960;8.127.796.941.236.250;83.00.00;83.00.00;17.083.333.333.333.300;U;09.00;50.00.00;
2021;12;17.00;26.04.00;32.05.00;29.08.00;28.08.00;29.03.00;33.02.00;26.04.00;TTU;04.08;60.00.00;  RA  ;17.00;1009.00.00;911.584.089.418.139;6.396.539.311.852.840;783.237.395.212.866;81.00.00;80.00.00;03.00;U;09.00;50.00.00;
2021;12;18.00;27.06.00;33.09.00;30.02.00;29.08.00;29.08.00;33.09.00;26.08.00;-;05.08;72.05.00;     ;18.00;1009.03.00;8.833.987.014.888.270;6.203.212.262.755.790;7.514.057.018.430.070;78.00.00;79.00.00;30.416.666.666.666.600;U;09.00;10.00;
2021;12;19.00;27.06.00;33.02.00;28.08.00;29.03.00;29.00.00;35.03.00;25.00.00;-;04.05;56.25.00;TS    ;19.00;1009.08.00;8.758.525.622.462.760;63.848.985.504.591.800;799.792.315.683.067;80.00.00;82.00.00;36.666.666.666.666.600;T;16.00;160.00.00;
2021;12;20.00;26.04.00;33.00.00;29.02.00;28.08.00;28.07.00;34.00.00;26.04.00;07.06;04.04;5.500.000.000.000.000;  RA  ;20.00;1012.00.00;9.353.442.062.998.890;6.371.561.446.154.340;8.225.289.971.423.870;83.00.00;83.00.00;03.00;S;17.00;160.00.00;
2021;12;21.00;27.06.00;25.06.00;25.00.00;26.05.00;25.07.00;31.00.00;24.04.00;00.09;00.03;0,177083333;TS RA  ;21.00;1012.04.00;9.138.628.683.670.290;9.341.746.228.939.550;9.332.637.261.393.610;92.00.00;90.00.00;32.916.666.666.666.600;TG;12.00;330.00.00;
2021;12;22.00;25.00.00;33.08.00;30.02.00;28.05.00;29.05.00;34.00.00;25.00.00;18.04;07.03;91.25.00;  RA  ;22.00;1011.09.00;8.844.697.559.975.070;5.318.351.953.493.440;7.054.503.961.313.790;75.00.00;75.00.00;38.333.333.333.333.300;BL;11.00;340.00.00;
2021;12;23.00;28.01.00;34.02.00;30.04.00;30.02.00;29.05.00;34.02.00;25.06.00;-;07.07;96.25.00;     ;23.00;1010.05.00;8.184.189.481.773.380;5.458.191.106.790.060;7.326.320.590.951.240;73.00.00;74.00.00;4.291.666.666.666.660;U;13.00;340.00.00;
2021;12;24.00.00;26.06.00;32.08.00;30.06.00;29.02.00;29.07.00;34.06.00;26.06.00;-;06.07;83.75;    Lightning;24.00.00;1009.08.00;85.778.016.219.296;6.241.612.122.371;6.949.752.956.443.360;76.00.00;75.00.00;03.05;U;13.00;340.00.00;
2021;12;25.00.00;27.05.00;33.02.00;30.02.00;29.06.00;29.00.00;33.06.00;25.00.00;TTU;02.02;27.500.000.000.000.000;TS RA  ;25.00.00;1010.04.00;944.662.253.507.218;63.848.985.504.591.800;7.849.663.086.623.950;83.00.00;82.00.00;4.333.333.333.333.330;BL;14.00;310.00.00;
2021;12;26.00.00;27.05.00;34.00.00;26.08.00;29.00.00;28.04.00;35.00.00;26.00.00;30.05.00;06.09;86.25.00;TS RA  ;26.00.00;1011.00.00;8.605.442.464.121.220;59.310.746.248.812.800;9.045.670.689.176.880;80.00.00;80.00.00;5.208.333.333.333.330;BL;13.00;280.00.00;
2021;12;27.00.00;27.09.00;34.07.00;25.09.00;29.01.00;27.02.00;35.07.00;24.06.00;17.03;04.08;60.00.00;TS RA  ;27.00.00;1011.05.00;8.031.654.583.977.060;56.576.342.055.224.900;9.105.908.580.220.670;77.00.00;84.00.00;6.083.333.333.333.330;B;21.00;140.00.00;
2021;12;28.00.00;26.04.00;33.06.00;27.04.00;28.05.00;27.07.00;35.08.00;25.01.00;35.09.00;06.09;86.25.00;  RA Lightning;28.00.00;1011.06.00;8.880.836.197.722.950;6.296.448.376.775.160;7.792.790.980.700.340;80.00.00;82.00.00;4.291.666.666.666.660;B;17.00;160.00.00;
2021;12;29.00.00;26.03.00;32.07.00;30.04.00;28.09.00;29.00.00;34.00.00;26.00.00;09.08;05.01;6.374.999.999.999.990;  RA Lightning;29.00.00;1010.09.00;919.296.224.982.397;59.465.948.515.600.900;7.457.811.767.655.980;79.00.00;80.00.00;05.00;BL;12.00;330.00.00;
2021;12;30.00.00;27.00.00;32.02.00;25.04.00;27.09.00;27.08.00;33.04.00;24.00.00;-;02.09;36.25.00;TS    ;30.00.00;1010.08.00;8.590.249.604.768.770;6.495.270.684.844.480;9.015.280.438.641.370;82.00.00;84.00.00;0,21875;BL;13.00;320.00.00;
2021;12;31.00.00;26.03.00;33.00.00;25.02.00;27.07.00;27.05.00;33.08.00;24.06.00;85;04.05;56.25.00;TS RA  ;31.00.00;1010.07.00;9.272.339.050.173.580;631.343.532.920.419;949.996.701.525.737;86.00.00;86.00.00;34.583.333.333.333.300;TG;10.00;330.00.00;